nome_escola,A,B,C,D,E,F,total_exames,total_alunos,ANO,Latitude,Longitude,coordenadas,longUTM,LatUTM
EM Ivan Jr,185,7,28,0,4,4,228,231,2022,"-22,08585398","-51,37597281","-51.37597280518723, -22.08585398096927",461214,7557622
EM João Bohac,76,2,1,4,17,21,121,179,2022,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,137,14,8,2,29,30,220,416,2022,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,109,11,4,4,31,15,174,259,2022,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,167,12,9,2,40,44,274,364,2022,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,193,29,20,5,82,59,388,452,2022,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,237,23,25,5,6,1,297,383,2022,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Julio Braga,69,3,3,4,13,13,106,170,2022,"-22,0838194","-51,39385336","-51.39385336100548, -22.083819404369105",459369,7557842
EM Juracy Menezes Peralta,125,16,5,3,34,57,240,436,2022,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,176,3,8,8,35,42,274,444,2022,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,106,0,1,1,2,2,112,144,2022,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,83,29,51,39,30,5,237,406,2022,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,220,24,15,10,68,87,424,512,2022,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,31,0,0,0,6,2,41,45,2022,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,106,0,0,0,8,0,114,117,2022,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,219,5,7,7,43,62,343,434,2022,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Maria Regina Dal Pogetto,58,1,0,3,5,1,68,101,2022,"-22,13362376","-51,42733621","-51.42733621, -22.13362376",455931,7552320
EM Mario Peretti,95,4,0,1,5,8,114,191,2022,"-22,07759997","-51,41393515","-51.41393514566024, -22.077599968343087",457296,7558525
EM Nair Lebrão,67,0,1,0,2,1,71,125,2022,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,141,6,16,1,19,0,195,290,2022,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,97,14,9,34,22,48,224,277,2022,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,277,27,38,7,8,35,398,523,2022,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,121,58,106,49,29,25,388,382,2022,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,187,26,2,2,22,38,277,365,2022,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,171,7,0,1,53,23,255,328,2022,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
EM Rot. Antônio Zacarias - Rotariano,83,13,14,7,15,43,175,269,2022,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,152,13,8,12,80,93,358,521,2022,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Sylvia M.P. Faustino,36,0,0,4,1,2,43,166,2022,"-22,07027293","-51,38217668","-51.38217668427893, -22.07027292657825",460570,7559345
EM Vânia M.V. Aquotti,47,0,0,0,4,2,53,135,2022,"-22,11010054","-51,43699775","-51.43699775358699, -22.11010054203948",454927,7554921
EM Vilma Álvares Gonçalves,155,23,9,12,42,56,297,393,2022,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),36,124,2,1,17,24,204,289,2022,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,120,5,6,0,0,4,137,180,2022,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
Casa São José,54,0,1,3,2,8,68,68,2023,"-22,08889558","-51,38861732","-51.38861731636817, -22.08889557618601",459911,7557282
Creche Anita Ferreira B. de Oliveira,102,0,0,2,5,1,110,123,2023,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche Clotilde Veiga de Barros,122,1,0,0,16,2,141,196,2023,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,111,0,0,0,2,1,116,125,2023,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,17,0,0,0,0,0,18,20,2023,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,195,2,1,1,8,2,211,253,2023,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,198,28,34,4,42,30,336,611,2023,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,77,19,7,4,28,7,142,268,2023,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,137,45,18,50,82,32,364,459,2023,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,66,31,31,1,3,7,139,179,2023,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,212,35,19,3,52,13,334,506,2023,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,100,31,29,4,24,3,191,260,2023,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,210,46,38,8,41,17,360,746,2023,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,116,18,18,0,17,2,171,275,2023,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,175,35,29,1,20,20,280,425,2023,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,300,54,42,10,56,19,481,849,2023,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva,6,13,2,2,3,1,27,33,2023,"-21,91375764","-51,30116726","-51.30116725719787, -21.91375763913237",468894,7576688
EE João Carlos Padilha de Siqueira,118,17,15,3,25,13,191,264,2023,"-22,14382366","-51,37514423","-51.37514423216778, -22.14382365501699",461316,7551205
EE Joel Antônio de Lima Genésio,214,21,17,2,37,16,307,385,2023,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,178,23,18,5,47,21,292,526,2023,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,198,18,47,2,47,8,320,472,2023,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,401,80,34,6,35,6,562,679,2023,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,134,15,12,2,41,13,217,346,2023,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,140,40,20,5,33,8,246,269,2023,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,263,45,11,4,50,17,390,620,2023,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,573,105,1,10,104,21,814,924,2023,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,314,87,45,4,42,14,506,734,2023,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Oracy Matricardi (Ana Jacinta),174,14,8,7,21,13,237,313,2023,"-22,15246176","-51,45058365","-51.45058365109404, -22.15246176333975",453539,7550228
EE Pedro Tofano –Montalvão,37,21,17,28,29,22,154,225,2023,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,131,40,39,11,42,27,290,365,2023,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,103,9,3,0,39,8,162,351,2023,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EE Teófilo G. Santa Cruz (H.Salv),134,48,10,47,11,19,269,362,2023,"-22,0839433","-51,39647036","-51.3964703627401, -22.08394330419608",459099,7557828
EM Alayde T. F. Motta,135,14,16,8,41,56,270,312,2023,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,105,3,18,1,0,12,139,161,2023,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,190,7,7,3,57,67,331,386,2023,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,111,0,5,1,23,4,150,189,2023,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Antônio Zacharias,99,17,2,1,47,42,208,244,2023,"-22,12341692","-51,42365376","-51.423653759150106, -22.123416918139267",456307,7553451
EM Aziz Felipe,210,17,7,2,70,46,358,379,2023,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Benedita de Pádua Martins (Vó Dita),172,0,2,0,14,4,193,230,2023,"-22,09211286","-51,41869032","-51.41869032226062, -22.09211286296959",456810,7556918
EM Carla Simone da Silva Alves,124,0,0,0,5,0,129,149,2023,"-22,15147718","-51,45831302","-51.45831302410803, -22.15147718426324",452742,7550335
EM Carlo Ceriani,186,7,9,5,10,23,248,301,2023,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),39,10,3,3,2,3,60,67,2023,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
EM Carlos Braga (Ameliópolis),15,3,1,1,4,0,24,26,2023,"-21,80226704","-51,29735029","-51.29735028788697, -21.80226703609472",469264,7589029
EM Carlos Castilho Cabral,185,23,10,1,29,67,315,379,2023,"-22,09901054","-51,39297155","-51.39297155109593, -22.09901054208509",459465,7556161
EM Carmem Pereira Delfim,121,23,12,1,61,60,278,315,2023,"-22,13491679","-51,38146344","-51.38146344184742, -22.13491678924642",460662,7552190
EM Catarina Martins Artero,189,18,39,4,45,30,325,416,2023,"-22,1101911","-51,38068432","-51.38068432225982, -22.11019110237303",460735,7554927
EM Dirce Mascarenhas,82,0,0,0,7,0,89,146,2023,"-22,09996723","-51,43427062","-51.43427062226029, -22.09996722788279",455205,7556044
EM Ditão,204,5,9,0,41,26,285,361,2023,"-22,10844038","-51,43157964","-51.43157963945204, -22.10844038037896",455485,7555107
EM Domingos F. de Medeiros,286,5,9,0,48,26,374,507,2023,"-22,1050689","-51,3892446","-51.38924460397457, -22.10506889832062",459851,7555491
EM Ederle Marangoni Dias,207,2,1,2,26,10,248,388,2023,"-22,10983998","-51,41971103","-51.41971103335685, -22.10983998169054",456710,7554955
EM Edna Carnelós Barbosa,493,7,10,2,74,36,622,895,2023,"-22,13865497","-51,38462796","-51.3846279645877, -22.13865497431422",460336,7551775
EM Eliane T de Araújo,99,1,1,0,9,13,124,156,2023,"-22,07478748","-51,38098596","-51.38098595824087, -22.07478747906466",460694,7558845
EM Eluísa R. Rodrigues,102,2,3,2,16,16,141,173,2023,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,227,16,12,1,59,53,368,389,2023,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Erika Portella Rodrigues,98,0,2,0,6,0,106,151,2023,"-22,13345791","-51,36547984","-51.36547983814849, -22.13345791005808",462310,7552355
EM Ettore Marangoni,114,29,24,11,22,48,251,298,2023,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Eunice Menezes Educadora,79,2,7,2,5,2,98,123,2023,"-22,15015315","-51,37874701","-51.37874701301126, -22.15015314648558",460946,7550504
EM Francisca A. Góes Brandão,124,11,9,1,33,30,208,277,2023,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,203,13,16,3,38,32,306,669,2023,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,174,12,21,0,49,12,268,329,2023,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
EM Ivan Jr,165,0,0,2,26,5,198,200,2023,"-22,08585398","-51,37597281","-51.37597280518723, -22.08585398096927",461214,7557622
EM João Bohac,77,2,2,1,19,13,114,197,2023,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,250,18,10,1,48,40,367,454,2023,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,168,16,11,1,25,35,256,329,2023,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,202,19,10,4,52,47,334,396,2023,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,213,21,23,8,43,55,363,411,2023,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,224,4,11,12,19,22,292,443,2023,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Julio Braga,105,7,2,1,18,6,142,171,2023,"-22,0838194","-51,39385336","-51.39385336100548, -22.083819404369105",459369,7557842
EM Juracy Menezes Peralta,180,29,20,7,64,55,355,397,2023,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,277,0,6,2,26,22,333,473,2023,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,168,0,4,0,4,0,176,167,2023,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,72,9,26,13,25,34,179,408,2023,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,229,21,36,3,73,56,418,511,2023,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,45,3,2,10,2,6,69,78,2023,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,105,15,0,0,5,0,125,132,2023,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,246,21,8,1,66,51,393,495,2023,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Maria Regina Dal Pogetto,81,0,0,1,5,0,100,106,2023,"-22,13362376","-51,42733621","-51.42733621, -22.13362376",455931,7552320
EM Mario Peretti,102,0,8,5,10,12,137,174,2023,"-22,07759997","-51,41393515","-51.41393514566024, -22.077599968343087",457296,7558525
EM Nair Lebrão,84,0,0,0,3,0,87,132,2023,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,90,1,8,7,8,14,128,319,2023,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,103,19,15,29,34,54,254,273,2023,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,206,17,30,9,36,115,413,528,2023,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,151,58,106,49,29,25,418,427,2023,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,254,22,2,0,26,32,336,336,2023,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,210,14,25,2,53,31,335,415,2023,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
EM Rot. Antônio Zacarias - Rotariano,99,17,2,1,47,42,208,244,2023,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,187,14,13,1,98,54,367,529,2023,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Sylvia M.P. Faustino,60,0,4,4,2,5,75,128,2023,"-22,07027293","-51,38217668","-51.38217668427893, -22.07027292657825",460570,7559345
EM Vânia M.V. Aquotti,84,0,0,4,4,1,100,135,2023,"-22,11010054","-51,43699775","-51.43699775358699, -22.11010054203948",454927,7554921
EM Vilma Álvares Gonçalves,138,29,21,15,39,69,311,371,2023,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),200,1,5,4,26,11,247,360,2023,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,126,1,1,2,13,4,153,178,2023,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
Casa da criança,57,0,1,1,5,9,73,73,2024,"-22,08889558","-51,38861732","-51.38861731636817, -22.08889557618601",459911,7557282
Creche Anita Ferreira B. de Oliveira,79,2,3,0,3,2,93,117,2024,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche Clotilde Veiga de Barros,59,63,0,0,9,0,131,185,2024,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,75,0,1,2,3,1,82,150,2024,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,14,0,0,0,0,0,14,14,2024,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,158,2,2,0,5,4,176,232,2024,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,175,28,37,17,73,31,361,609,2024,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,108,18,2,2,21,7,158,242,2024,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,180,35,21,33,76,32,377,466,2024,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,77,32,6,0,2,9,126,164,2024,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,200,21,26,3,53,15,318,469,2024,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,93,20,8,5,19,6,151,274,2024,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,306,32,19,2,35,33,427,664,2024,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,115,9,2,1,28,3,158,244,2024,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,173,21,8,5,54,19,280,457,2024,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,287,56,25,12,83,28,491,858,2024,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
